mean	delta	phaseL	phaseR	time	x	dx	dy	power_L	power_R
 381.429	   5.000	   0.257	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.257	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.257	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.257	   0.386	   5.240	   7.140	   1.318	  -0.105	 -19.548	 -32.425
 390.000	   5.000	   0.257	   0.386	   5.220	   7.396	   1.399	  -0.117	 -10.517	  -3.395
 375.000	   0.000	   0.386	   0.386	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.386	   0.386	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.386	   0.386	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.386	   0.386	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.386	   0.386	   5.220	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.386	   0.386	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.386	   0.386	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.386	   0.386	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.386	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.386	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.386	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.386	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.386	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.386	   0.386	  10.620	   8.145	   0.370	   0.004	 -46.127	 -75.395
 387.857	   0.714	   0.386	   0.386	  10.620	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.386	   0.386	   7.940	  11.047	   1.357	  -0.097	 -11.061	 -27.112
 375.000	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.386	   0.386	   7.940	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.386	   0.386	   8.010	   9.943	   1.105	  -0.076	 -33.618	 -69.966
 390.000	   1.429	   0.386	   0.386	   7.950	  11.044	   1.350	  -0.101	 -11.440	 -27.669
 375.000	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   2.143	   0.386	   0.386	   7.950	  11.029	   1.346	  -0.102	 -12.062	 -27.300
 375.000	   2.857	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.386	   0.386	  12.990	  13.423	   0.414	  -0.013	 -42.978	-125.145
 390.000	   2.857	   0.386	   0.386	   7.950	  11.016	   1.341	  -0.108	 -12.401	 -27.058
 375.000	   3.571	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.386	   0.386	   7.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   3.571	   0.386	   0.386	   7.920	  10.947	   1.331	  -0.115	 -12.660	 -27.452
 375.000	   4.286	   0.386	   0.386	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.386	   0.386	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.386	   0.386	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.386	   0.386	   7.920	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.386	   0.386	   0.650	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.386	   0.386	  13.170	  13.035	   0.099	  -0.009	 -27.589	 -44.699
 390.000	   4.286	   0.386	   0.386	   7.970	  11.076	   1.350	  -0.109	 -13.048	 -21.602
 375.000	   5.000	   0.386	   0.386	   7.970	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.386	   0.386	   7.970	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.386	   0.386	   7.970	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.386	   0.386	   7.970	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.386	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.386	   0.386	   0.620	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.386	   0.386	  13.310	  14.460	   0.430	  -0.110	 -15.685	-139.295
 390.000	   5.000	   0.386	   0.386	   7.960	  11.078	   1.354	  -0.113	 -12.916	 -18.783
 375.000	   0.000	   0.514	   0.386	   7.960	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.514	   0.386	   7.960	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.514	   0.386	   7.960	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.514	   0.386	   7.960	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.514	   0.386	   7.960	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.514	   0.386	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.514	   0.386	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.514	   0.386	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.514	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   0.714	   0.514	   0.386	   7.790	   9.570	   1.075	  -0.084	 -32.915	 -79.828
 390.000	   0.714	   0.514	   0.386	   7.790	  10.792	   1.346	  -0.099	 -13.384	 -30.557
 375.000	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.514	   0.386	   7.790	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   1.429	   0.514	   0.386	   7.620	  10.431	   1.309	  -0.085	 -15.686	 -40.936
 375.000	   2.143	   0.514	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.514	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.514	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.514	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.514	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.514	   0.386	   8.660	   8.404	   0.731	  -0.117	 -51.621	-169.466
 387.857	   2.143	   0.514	   0.386	   7.680	   8.952	   0.917	  -0.118	 -46.827	-112.963
 390.000	   2.143	   0.514	   0.386	   7.390	   9.907	   1.246	  -0.046	 -20.132	 -60.807
 375.000	   2.857	   0.514	   0.386	   7.390	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.514	   0.386	   7.390	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.514	   0.386	   7.390	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.514	   0.386	   7.390	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.514	   0.386	   7.390	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.514	   0.386	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.514	   0.386	   3.940	   5.271	   1.307	  -0.048	 -65.932	 -36.144
 390.000	   2.857	   0.514	   0.386	   3.940	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   3.571	   0.514	   0.386	   3.940	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.514	   0.386	   3.940	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.514	   0.386	   3.940	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.514	   0.386	   3.940	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.514	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.514	   0.386	   0.640	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.514	   0.386	   3.880	   5.171	   1.304	  -0.066	 -55.184	 -41.014
 390.000	   3.571	   0.514	   0.386	   3.880	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   4.286	   0.514	   0.386	   3.880	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.514	   0.386	   3.880	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.514	   0.386	   3.880	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.514	   0.386	   3.880	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.514	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.514	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.514	   0.386	   3.770	   4.968	   1.290	  -0.091	 -42.451	 -48.109
 390.000	   4.286	   0.514	   0.386	   3.900	   5.445	   1.386	  -0.084	 -25.559	 -20.218
 375.000	   5.000	   0.514	   0.386	   3.900	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.514	   0.386	   3.900	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.514	   0.386	   3.900	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.514	   0.386	   3.900	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.514	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.514	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.514	   0.386	   3.550	   4.606	   1.276	  -0.061	 -20.536	 -92.756
 390.000	   5.000	   0.514	   0.386	   3.870	   5.361	   1.373	  -0.102	 -24.229	 -23.740
 375.000	   0.000	   0.643	   0.386	   3.870	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.643	   0.386	   3.870	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.643	   0.386	   3.870	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.643	   0.386	   3.870	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.643	   0.386	   3.870	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.643	   0.386	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.643	   0.386	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.643	   0.386	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.643	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.643	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.643	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.643	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.643	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.643	   0.386	   8.530	   7.481	   0.484	  -0.139	 -74.610	 -73.662
 387.857	   0.714	   0.643	   0.386	   8.530	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   0.714	   0.643	   0.386	   7.630	  10.503	   1.327	  -0.087	 -13.166	 -36.759
 375.000	   1.429	   0.643	   0.386	   7.630	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.643	   0.386	   7.630	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.643	   0.386	   7.630	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.643	   0.386	   7.630	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.643	   0.386	   7.630	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.643	   0.386	   1.180	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.643	   0.386	   1.180	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   1.429	   0.643	   0.386	   7.810	   9.928	   1.062	  -0.109	 -12.268	 -93.126
 375.000	   2.143	   0.643	   0.386	   7.810	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.643	   0.386	   7.810	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.643	   0.386	   7.810	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.643	   0.386	   7.810	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.643	   0.386	   7.810	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.643	   0.386	   1.160	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.643	   0.386	   3.910	   5.170	   1.287	  -0.063	 -75.413	 -36.418
 390.000	   2.143	   0.643	   0.386	   3.950	   5.539	   1.392	  -0.084	 -28.544	 -15.995
 375.000	   2.857	   0.643	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.643	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.643	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.643	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.643	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.643	   0.386	   0.700	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.643	   0.386	   3.800	   4.932	   1.262	  -0.092	 -66.790	 -44.353
 390.000	   2.857	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   3.571	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.643	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.643	   0.386	   3.620	   4.534	   1.217	  -0.088	 -56.407	 -91.187
 390.000	   3.571	   0.643	   0.386	   3.800	   5.159	   1.338	  -0.122	 -31.460	 -26.727
 375.000	   4.286	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.643	   0.386	   3.800	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.643	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.643	   0.386	   3.740	   4.578	   1.173	  -0.095	 -41.665	-103.935
 390.000	   4.286	   0.643	   0.386	   3.530	   4.642	   1.297	  -0.058	 -31.353	 -54.580
 375.000	   5.000	   0.643	   0.386	   3.530	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.643	   0.386	   3.530	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.643	   0.386	   3.530	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.643	   0.386	   3.530	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.643	   0.386	   3.530	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.643	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.643	   0.386	   0.680	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.643	   0.386	   3.690	   4.736	   1.250	  -0.091	 -29.752	 -67.107
 375.000	   0.000	   0.771	   0.386	   3.690	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.771	   0.386	   3.690	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.771	   0.386	   3.690	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.771	   0.386	   3.690	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.771	   0.386	   3.690	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.771	   0.386	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.771	   0.386	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.771	   0.386	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.771	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.771	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.771	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.771	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.771	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.771	   0.386	  10.400	   7.410	   0.272	  -0.104	 -73.136	 -54.937
 387.857	   0.714	   0.771	   0.386	   7.620	   9.168	   1.017	  -0.092	 -45.335	 -93.786
 390.000	   0.714	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 375.000	   1.429	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   1.429	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   1.429	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   1.429	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   1.429	   0.771	   0.386	   7.620	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   1.429	   0.771	   0.386	   1.170	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   1.429	   0.771	   0.386	   3.970	   5.276	   1.292	  -0.047	 -78.326	 -32.462
 390.000	   1.429	   0.771	   0.386	   3.950	   5.556	   1.398	  -0.074	 -27.393	 -14.342
 375.000	   2.143	   0.771	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.143	   0.771	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.143	   0.771	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.143	   0.771	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.143	   0.771	   0.386	   3.950	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.143	   0.771	   0.386	   1.140	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.143	   0.771	   0.386	   3.810	   4.938	   1.258	  -0.091	 -75.766	 -40.769
 390.000	   2.143	   0.771	   0.386	   3.850	   5.321	   1.368	  -0.106	 -30.899	 -20.112
 375.000	   2.857	   0.771	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   2.857	   0.771	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   2.857	   0.771	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   2.857	   0.771	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   2.857	   0.771	   0.386	   3.850	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   2.857	   0.771	   0.386	   0.710	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   2.857	   0.771	   0.386	   3.660	   4.531	   1.195	  -0.103	 -69.888	 -85.106
 390.000	   2.857	   0.771	   0.386	   3.750	   5.042	   1.323	  -0.126	 -31.927	 -27.664
 375.000	   3.571	   0.771	   0.386	   3.750	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   3.571	   0.771	   0.386	   3.750	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   3.571	   0.771	   0.386	   3.750	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   3.571	   0.771	   0.386	   3.750	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   3.571	   0.771	   0.386	   3.750	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   3.571	   0.771	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   3.571	   0.771	   0.386	   3.760	   4.492	   1.134	  -0.099	 -60.226	-101.313
 390.000	   3.571	   0.771	   0.386	   3.650	   4.736	   1.270	  -0.093	 -33.442	 -56.381
 375.000	   4.286	   0.771	   0.386	   3.650	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   4.286	   0.771	   0.386	   3.650	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   4.286	   0.771	   0.386	   3.650	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   4.286	   0.771	   0.386	   3.650	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   4.286	   0.771	   0.386	   3.650	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   4.286	   0.771	   0.386	   0.600	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   4.286	   0.771	   0.386	   1.150	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   4.286	   0.771	   0.386	   3.790	   4.756	   1.207	  -0.109	 -34.500	 -68.186
 375.000	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   5.000	   0.771	   0.386	   3.790	9999.000	9999.000	9999.000	9999.000	9999.000
 387.857	   5.000	   0.771	   0.386	   0.700	9999.000	9999.000	9999.000	9999.000	9999.000
 390.000	   5.000	   0.771	   0.386	   3.860	   4.654	   1.139	  -0.089	 -33.873	 -83.485
 375.000	   0.000	   0.900	   0.386	   3.860	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.000	   0.900	   0.386	   3.860	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.000	   0.900	   0.386	   3.860	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.000	   0.900	   0.386	   3.860	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.000	   0.900	   0.386	   3.860	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.000	   0.900	   0.386	   8.400	   7.213	   0.415	  -0.197	 -56.205	 -99.421
 387.857	   0.000	   0.900	   0.386	   7.810	   9.628	   1.082	  -0.100	 -31.991	 -74.571
 390.000	   0.000	   0.900	   0.386	   7.890	  10.964	   1.351	  -0.104	  -9.769	 -30.006
 375.000	   0.714	   0.900	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 377.143	   0.714	   0.900	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 379.286	   0.714	   0.900	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 381.429	   0.714	   0.900	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 383.571	   0.714	   0.900	   0.386	   7.890	9999.000	9999.000	9999.000	9999.000	9999.000
 385.714	   0.714	   0.900	   0.386	   6.750	   6.488	   0.652	  -0.038	 -72.286	-152.169
